student_index,actual_target,cluster_id,learning_style,weekly_hours,priority,alert
2611,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
2612,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
2613,Dropout,1,🔴 Struggling Learner,30,"Catch up on failed units, attend all classes",⚠️ HIGH DROPOUT RISK — Immediate faculty intervention recommended
2614,Dropout,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
2615,Dropout,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
2616,Dropout,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
2617,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
2618,Dropout,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
2619,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
2620,Enrolled,2,🔵 Late Bloomer,20,"Maintain improvement momentum, build confidence",🔵 LOW-MEDIUM RISK — Encourage and track trajectory
2621,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
2622,Graduate,2,🔵 Late Bloomer,20,"Maintain improvement momentum, build confidence",🔵 LOW-MEDIUM RISK — Encourage and track trajectory
2623,Dropout,1,🔴 Struggling Learner,30,"Catch up on failed units, attend all classes",⚠️ HIGH DROPOUT RISK — Immediate faculty intervention recommended
2624,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
2625,Dropout,1,🔴 Struggling Learner,30,"Catch up on failed units, attend all classes",⚠️ HIGH DROPOUT RISK — Immediate faculty intervention recommended
2626,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
2627,Enrolled,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
2628,Enrolled,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
2629,Enrolled,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
2630,Dropout,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
2631,Dropout,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
2632,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
2633,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
2634,Enrolled,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
2635,Dropout,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
2636,Dropout,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
2637,Graduate,1,🔴 Struggling Learner,30,"Catch up on failed units, attend all classes",⚠️ HIGH DROPOUT RISK — Immediate faculty intervention recommended
2638,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
2639,Graduate,2,🔵 Late Bloomer,20,"Maintain improvement momentum, build confidence",🔵 LOW-MEDIUM RISK — Encourage and track trajectory
2640,Dropout,1,🔴 Struggling Learner,30,"Catch up on failed units, attend all classes",⚠️ HIGH DROPOUT RISK — Immediate faculty intervention recommended
2641,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
2642,Dropout,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
2643,Dropout,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
2644,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
2645,Dropout,1,🔴 Struggling Learner,30,"Catch up on failed units, attend all classes",⚠️ HIGH DROPOUT RISK — Immediate faculty intervention recommended
2646,Enrolled,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
2647,Dropout,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
2648,Dropout,2,🔵 Late Bloomer,20,"Maintain improvement momentum, build confidence",🔵 LOW-MEDIUM RISK — Encourage and track trajectory
2649,Dropout,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
2650,Enrolled,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
2651,Dropout,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
2652,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
2653,Dropout,1,🔴 Struggling Learner,30,"Catch up on failed units, attend all classes",⚠️ HIGH DROPOUT RISK — Immediate faculty intervention recommended
2654,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
2655,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
2656,Graduate,1,🔴 Struggling Learner,30,"Catch up on failed units, attend all classes",⚠️ HIGH DROPOUT RISK — Immediate faculty intervention recommended
2657,Enrolled,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
2658,Dropout,1,🔴 Struggling Learner,30,"Catch up on failed units, attend all classes",⚠️ HIGH DROPOUT RISK — Immediate faculty intervention recommended
2659,Dropout,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
2660,Dropout,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
2661,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
2662,Dropout,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
2663,Dropout,1,🔴 Struggling Learner,30,"Catch up on failed units, attend all classes",⚠️ HIGH DROPOUT RISK — Immediate faculty intervention recommended
2664,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
2665,Dropout,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
2666,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
2667,Dropout,1,🔴 Struggling Learner,30,"Catch up on failed units, attend all classes",⚠️ HIGH DROPOUT RISK — Immediate faculty intervention recommended
2668,Enrolled,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
2669,Dropout,1,🔴 Struggling Learner,30,"Catch up on failed units, attend all classes",⚠️ HIGH DROPOUT RISK — Immediate faculty intervention recommended
2670,Enrolled,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
2671,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
2672,Dropout,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
2673,Enrolled,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
2674,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
2675,Enrolled,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
2676,Dropout,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
2677,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
2678,Enrolled,1,🔴 Struggling Learner,30,"Catch up on failed units, attend all classes",⚠️ HIGH DROPOUT RISK — Immediate faculty intervention recommended
2679,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
2680,Graduate,2,🔵 Late Bloomer,20,"Maintain improvement momentum, build confidence",🔵 LOW-MEDIUM RISK — Encourage and track trajectory
2681,Dropout,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
2682,Dropout,1,🔴 Struggling Learner,30,"Catch up on failed units, attend all classes",⚠️ HIGH DROPOUT RISK — Immediate faculty intervention recommended
2683,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
2684,Dropout,1,🔴 Struggling Learner,30,"Catch up on failed units, attend all classes",⚠️ HIGH DROPOUT RISK — Immediate faculty intervention recommended
2685,Enrolled,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
2686,Enrolled,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
2687,Dropout,1,🔴 Struggling Learner,30,"Catch up on failed units, attend all classes",⚠️ HIGH DROPOUT RISK — Immediate faculty intervention recommended
2688,Enrolled,1,🔴 Struggling Learner,30,"Catch up on failed units, attend all classes",⚠️ HIGH DROPOUT RISK — Immediate faculty intervention recommended
2689,Dropout,1,🔴 Struggling Learner,30,"Catch up on failed units, attend all classes",⚠️ HIGH DROPOUT RISK — Immediate faculty intervention recommended
2690,Dropout,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
2691,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
2692,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
2693,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
2694,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
2695,Enrolled,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
2696,Dropout,1,🔴 Struggling Learner,30,"Catch up on failed units, attend all classes",⚠️ HIGH DROPOUT RISK — Immediate faculty intervention recommended
2697,Enrolled,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
2698,Dropout,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
2699,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
2700,Dropout,1,🔴 Struggling Learner,30,"Catch up on failed units, attend all classes",⚠️ HIGH DROPOUT RISK — Immediate faculty intervention recommended
2701,Dropout,1,🔴 Struggling Learner,30,"Catch up on failed units, attend all classes",⚠️ HIGH DROPOUT RISK — Immediate faculty intervention recommended
2702,Dropout,1,🔴 Struggling Learner,30,"Catch up on failed units, attend all classes",⚠️ HIGH DROPOUT RISK — Immediate faculty intervention recommended
2703,Dropout,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
2704,Enrolled,1,🔴 Struggling Learner,30,"Catch up on failed units, attend all classes",⚠️ HIGH DROPOUT RISK — Immediate faculty intervention recommended
2705,Dropout,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
2706,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
2707,Dropout,1,🔴 Struggling Learner,30,"Catch up on failed units, attend all classes",⚠️ HIGH DROPOUT RISK — Immediate faculty intervention recommended
2708,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
2709,Enrolled,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
2710,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
2711,Dropout,1,🔴 Struggling Learner,30,"Catch up on failed units, attend all classes",⚠️ HIGH DROPOUT RISK — Immediate faculty intervention recommended
2712,Dropout,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
2713,Graduate,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
2714,Dropout,0,🟡 Average Performer,22,"Build consistency, improve weaker subjects",📊 MEDIUM RISK — Monitor progress bi-weekly
2715,Graduate,3,🟢 High Achiever,15,"Advanced topics, research, competitive preparation",✅ LOW RISK — Encourage higher challenges
2716,Enrolled,1,🔴 Struggling Learner,30,"Catch up on failed units, attend all classes",⚠️ HIGH DROPOUT RISK — Immediate faculty intervention recommended
